"PrecedingWeekToFollowingWeek","PrecedingWeekThursdayDate","PrecedingWeekThursdayOpen","PrecedingWeekThursdayHigh","PrecedingWeekThursdayLow","PrecedingWeekThursdayClose","PrecedingWeekThursdayVolume","PrecedingWeekThursdayDayOfTheWeek","PrecedingWeekFridayDate","PrecedingWeekFridayOpen","PrecedingWeekFridayHigh","PrecedingWeekFridayLow","PrecedingWeekFridayClose","PrecedingWeekFridayVolume","PrecedingWeekFridayDayOfTheWeek","Unnamed..15","PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio","FollowingWeekMondayDate","FollowingWeekMondayOpen","FollowingWeekMondayHigh","FollowingWeekMondayLow","FollowingWeekMondayClose","FollowingWeekMondayVolume","FollowingWeekMondayDayOfTheWeek","didFridayCloseHigherThanThursdayClose","FridayCloseComparedToThursdayCloseChangeInPercent","wasFridayIntradayPositive","FridayIntradayChangeInPercent","WasMondayOpenHigherThanFridayClose","MondayOpenComparedToFridayCloseChangeInPercent","MondayOpenToFridayCloseRatio","WasMondayCloseHigherThanFridayClose","MondayCloseComparedToFridayCloseChangeInPercent","fridayWasATripleWitchDay","NFPDayOrNot","NFPOutcome","CSIOutcome","CSIActualMinusExpected","CSIDayOrNot","wasItFOMCWeek","FOMCMeetingDate","FOMCAction","FOMCActualVSExpected","FOMCActionSpecial","PrecedingWeekFridayMonth","NFPOutcomeIsShock","CSIOutcomeIsShock","PrecedingWeekFridayVolumePrecedingWeekThursdayVolumeRATIO","Month","Monthclose","non_random_modelOPEN_predict","mixed_modelOPEN_predict","non_random_modelCLOSE_predict","mixed_modelCLOSE_predict"
"4/12/04 to 4/19/04","4/15/04",113.449997,113.779999,112.360001,112.959999,61602500,"Thursday","2004-04-16",113.379997,114.050003,112.980003,113.830002,47059200,"Friday",NA,0.763917049,"4/19/04",113.550003,113.989998,113.269997,113.830002,28277600,"Monday",1,0.770186798602926,1,0.39689981646409,0,-0.245979966,0.9975402,0,0,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.763917048821071,"Even","Even",0,0,1,1
"4/19/04 to 4/26/04","4/22/04",112.480003,114.669998,112.440002,114.25,62071500,"Thursday","2004-04-23",114.419998,114.57,113.790001,114.360001,29395700,"Friday",NA,0.473578051,"4/26/04",114.5,114.940002,113.599998,114.199997,35515200,"Monday",1,0.096280963,0,-0.052435764,1,0.122419551220538,1.001224196,0,-0.139912556,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.473578051118468,"Even","Even",1,1,1,1
"4/26/04 to 5/3/04","4/29/04",112.720001,113.32,111.160004,111.830002,69687600,"Thursday","2004-04-30",112.169998,112.379997,110.900002,110.959999,48681400,"Friday",NA,0.698566172,"5/3/04",111.370003,112.290001,111.349998,112.150002,33758000,"Monday",0,-0.777969225,0,-1.078718928,1,0.36950613166462,1.003695061,1,1.07246125696162,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,0.698566172461098,"Even","Even",1,1,1,1
"5/3/04 to 5/10/04","5/6/04",112.019997,112.589996,111,111.809998,54997000,"Thursday","2004-05-07",111.220001,112.230003,109.959999,109.959999,60950000,"Friday",NA,1.108242268,"5/10/04",109.440002,109.75,108.360001,108.830002,75279400,"Monday",0,-1.654591748,0,-1.132891556,0,-0.472896512,0.995271035,0,-1.027643698,0,0,"Baseline","",0,0,0,"","","","","May",0,0,1.10824226776006,"Odd","Even",1,1,1,1
"5/10/04 to 5/17/04","5/13/04",109.760002,110.809998,109.629997,109.989998,57393700,"Thursday","2004-05-14",109.949997,110.739998,109.269997,110.040001,54123100,"Friday",NA,0.943014651,"5/17/04",108.889999,109.5,108.410004,109.099998,55020400,"Monday",1,0.045461406,1,0.081859029,0,-1.045076326,0.989549237,0,-0.854237542,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.943014651433868,"Odd","Even",0,0,1,1
"5/17/04 to 5/24/04","5/20/04",109.449997,109.870003,109.040001,109.620003,38082900,"Thursday","2004-05-21",109.970001,110.550003,109.470001,109.809998,47480400,"Friday",NA,1.246764296,"5/24/04",110.529999,110.760002,109.68,110.269997,40961500,"Monday",1,0.173321469440204,0,-0.145496952,1,0.655678911860112,1.006556789,1,0.418904478989254,0,0,"Baseline","",0,0,0,"","","","","May",0,0,1.2467642957863,"Odd","Even",1,1,1,1
"5/31/04 to 6/7/04","6/3/04",112.809998,113.190002,112.07,112.089996,38688300,"Thursday","2004-06-04",112.980003,113.580002,112.709999,112.980003,32739500,"Friday",NA,0.846237751,"6/7/04",113.43,114.809998,113.419998,114.699997,31643800,"Monday",1,0.794011090873798,0,0,1,0.398297918260819,1.003982979,1,1.52238799285569,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.846237751464913,"Even","Odd",1,1,1,1
"6/14/04 to 6/21/04","6/17/04",113.849998,114.07,113.330002,113.830002,28402400,"Thursday","2004-06-18",113.269997,114.220001,113.18,113.629997,31799800,"Friday",NA,1.119616652,"6/21/04",113.75,114.139999,113.129997,113.199997,25284000,"Monday",0,-0.175704996,1,0.317824675143233,1,0.105608556867248,1.001056086,0,-0.378421202,1,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.11961665211391,"Even","Odd",1,1,0,0
"6/21/04 to 6/28/04","6/24/04",114.559998,114.93,114.260002,114.389999,35272100,"Thursday","2004-06-25",114.410004,114.940002,113.68,113.839996,32837900,"Friday",NA,0.930987948,"6/28/04",114.519997,114.610001,113.410004,113.449997,40824500,"Monday",0,-0.480813887,0,-0.498215174,1,0.59733048479728,1.005973305,0,-0.342585219,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.930987947981549,"Even","Odd",1,1,1,1
"7/5/04 to 7/12/04","7/8/04",111.809998,112.32,111.199997,111.440002,45291100,"Thursday","2004-07-09",111.720001,111.940002,111.379997,111.730003,27412900,"Friday",NA,0.605260195,"7/12/04",111.519997,112.040001,111,111.779999,35691300,"Monday",1,0.260230612702241,1,0.008952739,0,-0.187958466,0.998120415,1,0.044747157,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.605260194607771,"Even","Odd",0,0,1,1
"7/12/04 to 7/19/04","7/15/04",111.739998,111.910004,110.699997,110.800003,38403500,"Thursday","2004-07-16",111.57,111.669998,110.440002,110.709999,40871200,"Friday",NA,1.064257164,"7/19/04",110.75,110.959999,109.989998,110.239998,39592800,"Monday",0,-0.081231045,0,-0.770817424,1,0.036131334,1.000361313,0,-0.42453347,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,1.06425716406057,"Even","Odd",1,1,1,1
"7/19/04 to 7/26/04","7/22/04",109.360001,110.389999,108.769997,109.879997,72477100,"Thursday","2004-07-23",109.620003,109.709999,108.690002,108.959999,49610500,"Friday",NA,0.684498966,"7/26/04",109.190002,109.43,108.209999,108.75,49679100,"Monday",0,-0.837275232,0,-0.602083545,1,0.211089392539376,1.002110894,0,-0.192730362,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.684498965880257,"Even","Odd",1,1,1,1
"7/26/04 to 8/2/04","7/29/04",110.540001,110.870003,110,110.57,52200500,"Thursday","2004-07-30",110.32,110.900002,110.099998,110.839996,41581700,"Friday",NA,0.796576661,"8/2/04",110.190002,111.360001,110.050003,111.07,38263100,"Monday",1,0.244185583793078,1,0.471352429296597,0,-0.586425499,0.994135745,1,0.207509931703709,0,0,"Baseline","",0,0,0,"","","","","Jul",0,0,0.796576661143092,"Even","Odd",0,1,1,1
"8/2/04 to 8/9/04","8/5/04",110.290001,110.379997,108.269997,108.400002,50772000,"Thursday","2004-08-06",107.629997,107.959999,106.620003,106.849998,74729000,"Friday",NA,1.471854566,"8/9/04",107.019997,107.480003,106.870003,107,37476300,"Monday",0,-1.429892963,0,-0.724704099,1,0.159100611307456,1.001591006,1,0.14038558989959,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.47185456550855,"Even","Even",1,1,1,1
"8/9/04 to 8/16/04","8/12/04",107.68,107.949997,106.629997,106.980003,50015900,"Thursday","2004-08-13",107.099998,107.349998,106.589996,107.190002,41634700,"Friday",NA,0.832429287,"8/16/04",107.139999,108.639999,107.099998,108.300003,45731900,"Monday",1,0.196297433,1,0.08403735,0,-0.04664894,0.999533511,1,1.03554527408256,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.832429287486579,"Even","Even",0,0,1,1
"8/16/04 to 8/23/04","8/19/04",109.809998,110.019997,109.18,109.709999,39881600,"Thursday","2004-08-20",109.610001,110.629997,109.510002,110.480003,44870900,"Friday",NA,1.125102804,"8/23/04",110.550003,110.769997,110.050003,110.199997,33745100,"Monday",1,0.701853985068398,1,0.793725017847595,1,0.063359882,1.000633599,0,-0.253444961,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,1.12510280430073,"Even","Even",1,1,1,1
"8/23/04 to 8/30/04","8/26/04",110.959999,111.309998,110.849998,111.099998,26629500,"Thursday","2004-08-27",111.199997,111.629997,111.050003,111.449997,24902900,"Friday",NA,0.935162132,"8/30/04",111.220001,111.339996,110.449997,110.529999,26726500,"Monday",1,0.315030608731421,1,0.224820149950184,0,-0.206366986,0.99793633,0,-0.825480507,0,0,"Baseline","",0,0,0,"","","","","Aug",0,0,0.935162132221784,"Even","Even",0,0,1,1
"9/6/04 to 9/13/04","9/9/04",112.57,112.879997,112.029999,112.480003,34314800,"Thursday","2004-09-10",112.519997,113.269997,112.080002,113.059998,27900600,"Friday",NA,0.813077739,"9/13/04",113.309998,113.739998,113.010002,113.43,44398100,"Monday",1,0.515642767,1,0.479915583360698,1,0.221121532303583,1.002211215,1,0.327261637,0,0,"Baseline","",0,0,0,"","","","","Sep",0,0,0.813077739051371,"Even","Even",0,1,1,1
"9/13/04 to 9/20/04","9/16/04",112.849998,113.370003,112.800003,113.139999,23911700,"Thursday","2004-09-17",112.949997,113.360001,112.690002,113.150002,33683000,"Friday",NA,1.408640958,"9/20/04",112.669998,112.989998,112.279999,112.470001,37149400,"Monday",1,0.008841259,1,0.17707393121932,0,-0.424219171,0.995757808,0,-0.600973034,1,0,"Baseline","",0,0,0,"","","","","Sep",0,0,1.40864095819201,"Even","Even",0,0,0,0
"9/20/04 to 9/27/04","9/23/04",111.599998,111.699997,110.949997,110.949997,44068700,"Thursday","2004-09-24",111.169998,111.730003,111.129997,111.459999,34981100,"Friday",NA,0.793785612,"9/27/04",111.099998,111.199997,110.580002,110.75,39355100,"Monday",1,0.459668331,1,0.260862647492347,0,-0.322986725,0.996770133,0,-0.636998929,0,0,"Baseline","",0,0,0,"","","","","Sep",0,0,0.793785612010338,"Even","Even",0,0,1,1
"9/27/04 to 10/4/04","9/30/04",111.550003,111.980003,111.260002,111.760002,43536700,"Thursday","2004-10-01",112.260002,113.650002,112.209999,113.650002,62824300,"Friday",NA,1.443019338,"10/4/04",114.099998,114.440002,113.800003,113.839996,33082400,"Monday",1,1.69112380652964,1,1.23819702052027,1,0.395948959156198,1.00395949,1,0.167174656,0,0,"Baseline","Baseline",-1.8,1,0,"","","","","Oct",0,0,1.44301933770819,"Even","Even",1,1,1,1
"10/4/04 to 10/11/04","10/7/04",114.379997,114.400002,113.360001,113.449997,39388800,"Thursday","2004-10-08",113.150002,113.769997,112.349998,112.510002,51872600,"Friday",NA,1.31693781,"10/11/04",112.779999,113.019997,112.639999,112.970001,20229100,"Monday",0,-0.828554451,0,-0.565620847,1,0.239975997867286,1.00239976,1,0.408851650362602,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,1.31693780973272,"Even","Even",1,1,1,1
"10/11/04 to 10/18/04","10/14/04",111.68,111.93,110.580002,110.639999,64082200,"Thursday","2004-10-15",111.019997,111.739998,110.57,111.260002,63482200,"Friday",NA,0.990637026,"10/18/04",110.889999,111.900002,110.699997,111.68,43535100,"Monday",1,0.560378710777101,1,0.216181774892316,0,-0.332557068,0.996674429,1,0.377492353451519,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.990637025570283,"Even","Even",0,0,1,1
"10/18/04 to 10/25/04","10/21/04",110.790001,111.32,110.209999,111.239998,53218300,"Thursday","2004-10-22",111.190002,111.25,109.860001,109.989998,48752400,"Friday",NA,0.916083377,"10/25/04",109.75,110.120003,109.349998,109.860001,43990900,"Monday",0,-1.123696532,0,-1.079237322,0,-0.21819984,0.997818002,0,-0.118189838,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.916083377334488,"Even","Even",1,1,1,1
"10/25/04 to 11/1/04","10/28/04",112.779999,113.559998,112.489998,113.220001,54413300,"Thursday","2004-10-29",113.120003,113.639999,112.900002,113.199997,48820200,"Friday",NA,0.897210792,"11/1/04",113.559998,113.839996,113.199997,113.510002,36720900,"Monday",0,-0.017668256,1,0.070716052,1,0.318022093233798,1.003180221,1,0.273856014324809,0,0,"Baseline","",0,0,0,"","","","","Oct",0,0,0.897210792214403,"Even","Even",1,1,1,1
"11/1/04 to 11/8/04","11/4/04",114.779999,116.669998,114.68,116.550003,55350300,"Thursday","2004-11-05",117.050003,117.639999,116.489998,117.279999,63287200,"Friday",NA,1.143393983,"11/8/04",116.980003,117.230003,116.720001,117.110001,33863800,"Monday",1,0.626337178215259,1,0.196493801029633,0,-0.255794682,0.997442053,0,-0.144950547,0,0,"Shock","",0,0,0,"","","","","Nov",1,0,1.14339398341111,"Even","Even",0,0,0,0
"11/8/04 to 11/15/04","11/11/04",117.18,118.120003,117.099998,117.860001,37863200,"Thursday","2004-11-12",117.970001,119,117.68,118.790001,55583700,"Friday",NA,1.468013797,"11/15/04",118.5,118.769997,118.230003,118.730003,35297900,"Monday",1,0.789071773383072,1,0.695091966643289,0,-0.244129133,0.997558709,0,-0.050507618,0,0,"Baseline","",0,0,1,"11/10/04","Hike","Match","","Nov",0,0,1.46801379703776,"Even","Even",1,1,1,1
"11/15/04 to 11/22/04","11/18/04",118.529999,118.800003,118.230003,118.739998,31854300,"Thursday","2004-11-19",118.699997,118.720001,117.139999,117.419998,54276500,"Friday",NA,1.703898689,"11/22/04",117.169998,118.120003,117.029999,117.980003,37560200,"Monday",0,-1.111672581,0,-1.078347963,0,-0.212910922,0.997870891,1,0.476924722822759,0,0,"Baseline","",0,0,0,"","","","","Nov",0,0,1.70389868871706,"Even","Even",1,1,1,1
"11/29/04 to 12/6/04","12/2/04",119.099998,119.870003,119.010002,119.330002,60163500,"Thursday","2004-12-03",119.309998,120.139999,119.089996,119.25,49067900,"Friday",NA,0.815575889,"12/6/04",119.209999,119.639999,118.839996,119.209999,33030500,"Monday",0,-0.067042654,0,-0.050287487,0,-0.033543816,0.999664562,0,-0.033543816,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.815575889035711,"Even","Even",1,1,1,1
"12/6/04 to 12/13/04","12/9/04",118.139999,119.459999,117.730003,119.209999,60922800,"Thursday","2004-12-10",118.919998,119.559998,118.849998,119.330002,47828600,"Friday",NA,0.785068973,"12/13/04",119.760002,120.400002,119.349998,120.370003,38541000,"Monday",1,0.100665213494379,1,0.344772962407876,1,0.360345255001342,1.003603453,1,0.871533547782899,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,0.785068972535734,"Even","Even",0,0,1,1
"12/13/04 to 12/20/04","12/16/04",120.720001,121.239998,120.040001,120.809998,51641800,"Thursday","2004-12-17",119.459999,119.970001,119.160004,119.440002,70761900,"Friday",NA,1.370244647,"12/20/04",119.75,120.290001,119.169998,119.470001,47187400,"Monday",0,-1.134008793,0,-0.016739495,1,0.259542862,1.002595429,1,0.025116376,1,0,"Baseline","",0,0,0,"","","","","Dec",0,0,1.37024464677838,"Even","Even",1,1,0,0
"12/27/04 to 1/3/05","12/30/04",121.400002,121.57,121.040001,121.129997,21076900,"Thursday","2004-12-31",121.300003,121.660004,120.800003,120.870003,28648800,"Friday",NA,1.359251123,"1/3/05",121.559998,121.760002,119.900002,120.300003,55748000,"Monday",0,-0.214640474,0,-0.354492984,1,0.570857105050288,1.005708571,0,-0.471581026,0,0,"Baseline","",0,0,0,"","","","","Dec",0,0,1.35925112326765,"Even","Even",1,1,1,1
"1/3/05 to 1/10/05","1/6/05",118.440002,119.150002,118.260002,118.610001,47814700,"Thursday","2005-01-07",118.970001,119.230003,118.129997,118.440002,55847700,"Friday",NA,1.168002727,"1/10/05",118.339996,119.459999,118.339996,119,56563300,"Monday",0,-0.143326025,0,-0.445489615,0,-0.084436,0.99915564,1,0.472811542167986,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.16800272719477,"Odd","Odd",1,1,1,1
"1/17/05 to 1/24/05","1/20/05",117.889999,118.199997,117.290001,117.5,72049300,"Thursday","2005-01-21",117.790001,118,116.650002,116.779999,63160400,"Friday",NA,0.876627531,"1/24/05",117.089996,117.339996,116.370003,116.550003,58441900,"Monday",0,-0.612766809,0,-0.857459879,1,0.265453847109551,1.002654538,0,-0.196948109,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,0.876627531426398,"Odd","Odd",1,1,1,1
"1/24/05 to 1/31/05","1/27/05",117.190002,117.75,116.980003,117.43,55878800,"Thursday","2005-01-28",117.489998,117.550003,116.610001,117.43,60738900,"Friday",NA,1.08697574,"1/31/05",117.949997,118.25,117.709999,118.160004,52532700,"Monday",0,0,0,-0.051066475,1,0.442814442646674,1.004428144,1,0.621650345,0,0,"Baseline","",0,0,0,"","","","","Jan",0,0,1.08697574035233,"Odd","Odd",1,1,1,1
"1/31/05 to 2/7/05","2/3/05",119.059998,119.160004,118.57,118.959999,48837100,"Thursday","2005-02-04",119,120.43,118.980003,120.230003,50024600,"Friday",NA,1.024315531,"2/7/05",120.25,120.519997,119.959999,120.07,45412000,"Monday",1,1.06758911455606,1,1.03361596638655,1,0.016632288,1.000166323,0,-0.133080759,0,0,"Baseline","",0,0,1,"2/2/05","Hike","Match","","Feb",0,0,1.02431553061095,"Even","Even",1,1,1,1
"2/7/05 to 2/14/05","2/10/05",119.660004,120.019997,119.260002,119.739998,45858600,"Thursday","2005-02-11",119.699997,121.040001,119.459999,120.769997,53133000,"Friday",NA,1.158626735,"2/14/05",120.690002,120.860001,120.480003,120.68,32432100,"Monday",1,0.860196272927951,1,0.893901442620761,0,-0.066237478,0.999337625,0,-0.074519336,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,1.15862673522524,"Even","Even",1,1,1,1
"2/21/05 to 2/28/05","2/24/05",119.239998,120.32,118.980003,120.239998,68563600,"Thursday","2005-02-25",120.269997,121.669998,120.18,121.43,60899900,"Friday",NA,0.888224947,"2/28/05",121.150002,121.300003,120.040001,120.629997,69381300,"Monday",1,0.989688971884386,1,0.964499068,0,-0.230583875,0.997694161,0,-0.658818249,0,0,"Baseline","",0,0,0,"","","","","Feb",0,0,0.888224947348156,"Even","Even",1,1,1,1
"2/28/05 to 3/7/05","3/3/05",121.660004,121.900002,120.699997,121.220001,61230800,"Thursday","2005-03-04",122.050003,122.830002,121.790001,122.730003,56168500,"Friday",NA,0.917324288,"3/7/05",122.660004,123.25,122.400002,122.790001,43442400,"Monday",1,1.24567067112959,1,0.557148695850497,0,-0.057034953,0.99942965,1,0.048886172,0,0,"Baseline","",0,0,0,"","","","","Mar",0,0,0.91732428777674,"Odd","Odd",1,0,1,1
"3/7/05 to 3/14/05","3/10/05",121.199997,121.5,120.400002,121.239998,65149000,"Thursday","2005-03-11",121.309998,121.720001,120.160004,120.389999,57976500,"Friday",NA,0.889906215,"3/14/05",120.610001,121.160004,120.279999,121.139999,36336400,"Monday",0,-0.701087936,0,-0.75838679,1,0.182741092970683,1.001827411,1,0.622975335351568,0,0,"Baseline","",0,0,0,"","","","","Mar",0,0,0.889906214984113,"Odd","Odd",1,1,1,1
"3/14/05 to 3/21/05","3/17/05",119.309998,119.739998,118.980003,119.360001,62584200,"Thursday","2005-03-18",119.110001,119.529999,118.150002,118.540001,60232000,"Friday",NA,0.962415434,"3/21/05",118.709999,118.779999,117.760002,118.099998,61244300,"Monday",0,-0.686997313,0,-0.478549236,1,0.143409818260414,1.001434098,0,-0.371185251,1,0,"Baseline","",0,0,0,"","","","","Mar",0,0,0.962415433927413,"Odd","Odd",1,1,0,0
"3/28/05 to 4/4/05","3/31/05",118.190002,118.459999,117.870003,117.959999,64575400,"Thursday","2005-04-01",118.629997,118.989998,116.910004,117.43,95255300,"Friday",NA,1.475101974,"4/4/05",117.360001,117.860001,116.739998,117.629997,71581200,"Monday",0,-0.449304005,0,-1.011546009,0,-0.059609129,0.999403909,1,0.170311675040446,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.47510197381665,"Even","Even",1,1,1,1
"4/4/05 to 4/11/05","4/7/05",118.410004,119.260002,118.32,119.239998,46734600,"Thursday","2005-04-08",119.169998,119.209999,118,118,63772900,"Friday",NA,1.364575711,"4/11/05",118.290001,118.419998,117.830002,118.089996,44945000,"Monday",0,-1.03991783,0,-0.981789057,1,0.245763559,1.002457636,1,0.076267797,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.36457571050143,"Even","Even",1,1,1,1
"4/11/05 to 4/18/05","4/14/05",117.400002,117.5,115.769997,115.769997,96119800,"Thursday","2005-04-15",115.739998,116.199997,114.099998,114.150002,128677300,"Friday",NA,1.338717933,"4/18/05",114.120003,114.959999,113.959999,114.5,100035200,"Monday",0,-1.399321968,0,-1.37376536,0,-0.026280332,0.999737197,1,0.306612346796104,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.3387179332458,"Even","Even",1,1,1,1
"4/18/05 to 4/25/05","4/21/05",114.790001,116.209999,114.379997,116.010002,86952200,"Thursday","2005-04-22",115.739998,116.5,114.269997,115.57,88845800,"Friday",NA,1.021777482,"4/25/05",115.860001,116.5,115.720001,116.330002,52284100,"Monday",0,-0.379279366,0,-0.146879215,1,0.250931037466474,1.00250931,1,0.657611836981916,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.02177748234087,"Even","Even",1,1,1,1
"4/25/05 to 5/2/05","4/28/05",115.269997,115.68,114.199997,114.199997,72481500,"Thursday","2005-04-29",115.07,115.870003,113.970001,115.75,103993800,"Friday",NA,1.434763353,"5/2/05",116.07,116.410004,115.519997,116.400002,56026400,"Monday",1,1.35727061358855,1,0.590944642391594,1,0.276457883369325,1.002764579,1,0.561556803455724,0,0,"Baseline","",0,0,0,"","","","","Apr",0,0,1.43476335340742,"Even","Even",1,1,1,1
"5/2/05 to 5/9/05","5/5/05",117.669998,118,116.739998,117.459999,96906700,"Thursday","2005-05-06",117.93,117.989998,117.059998,117.089996,67415400,"Friday",NA,0.695673261,"5/9/05",117.209999,118.080002,117.050003,117.82,43750500,"Monday",0,-0.315003408,0,-0.712290342,1,0.102487833375617,1.001024878,1,0.623455482909056,0,0,"Upbeat","",0,0,0,"","","","","May",0,0,0.695673260981955,"Odd","Even",1,1,1,1
"5/9/05 to 5/16/05","5/12/05",117.32,117.589996,115.949997,115.949997,95086800,"Thursday","2005-05-13",116.300003,116.620003,114.800003,115.720001,85267000,"Friday",NA,0.896728042,"5/16/05",115.699997,116.839996,115.660004,116.800003,49207000,"Monday",0,-0.198357918,0,-0.498711939,0,-0.017286554,0.999827134,1,0.933288965318975,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.896728042167788,"Odd","Even",1,1,1,1
"5/16/05 to 5/23/05","5/19/05",119.019997,119.410004,118.699997,119.290001,61768100,"Thursday","2005-05-20",119.339996,119.389999,118.739998,119.120003,46345500,"Friday",NA,0.750314483,"5/23/05",119.209999,120.040001,119.190002,119.779999,51047900,"Monday",0,-0.142508172,0,-0.184341384,1,0.075550703,1.000755507,1,0.554059757705015,0,0,"Baseline","",0,0,0,"","","","","May",0,0,0.750314482718426,"Odd","Even",1,1,1,1
"5/30/05 to 6/6/05","6/2/05",120.230003,120.839996,120.099998,120.760002,39704500,"Thursday","2005-06-03",120.550003,120.889999,119.730003,120.150002,60999400,"Friday",NA,1.536334672,"6/6/05",119.949997,120.199997,119.550003,120.040001,36046400,"Monday",0,-0.505134142,0,-0.331813347,0,-0.166462752,0.998335372,0,-0.091553057,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.5363346723923,"Even","Odd",1,1,1,1
"6/6/05 to 6/13/05","6/9/05",119.739998,120.580002,119.440002,120.480003,56653300,"Thursday","2005-06-10",120.559998,120.650002,119.599998,120.199997,36465300,"Friday",NA,0.643657121,"6/13/05",119.940002,121.080002,119.809998,120.580002,49383200,"Monday",0,-0.232408693,0,-0.298607337,0,-0.216302002,0.99783698,1,0.316143934679131,0,0,"Baseline","",0,0,0,"","","","","Jun",0,0,0.643657121473948,"Even","Odd",1,1,1,1
"6/13/05 to 6/20/05","6/16/05",121.059998,121.639999,120.919998,121.400002,46564500,"Thursday","2005-06-17",121.540001,121.900002,121.220001,121.360001,51529400,"Friday",NA,1.106624145,"6/20/05",121.080002,121.839996,120.940002,121.400002,41019400,"Monday",0,-0.032949752,0,-0.14809939,0,-0.230717698,0.997692823,1,0.032960613,1,0,"Baseline","",0,0,0,"","","","","Jun",0,0,1.10662414500317,"Even","Odd",1,1,0,0
